"title","date","link"
"Бажання кинути виклик. Гранжевий манікюр став новим трендом в б’юті-індустрії","13 лютого, 11:23","https://nv.ua/ukr/style/krasota-i-moda/trendi-manikyuru-2020-granzheviy-dizayn-nigtiv-foto-50069947.html"
"З'їж мене. Мережа ресторанів KFС і бренд Crocs випустили взуття з принтом і ароматом смаженої курки","13 лютого, 11:21","https://nv.ua/ukr/style/krasota-i-moda/vzuttya-iz-zobrazhennyam-i-aromatom-smazhenoji-kurki-kfc-i-crocs-vstupili-v-kollab-ostanni-novini-50069943.html"
"Полум’яне кохання. 10 стильних ідей манікюру до Дня всіх закоханих","13 лютого, 07:05","https://nv.ua/ukr/style/krasota-i-moda/nemozhlivo-ne-zakohatisya-10-stilnih-idey-manikyuru-do-dnya-vsih-zakohanih-50005418.html"
"10 років. Кейт Міддлтон, Кім Кардашьян, Наомі Кемпбелл та інші зірки вшанували пам’ять Олександра Маккуїна","12 лютого, 15:26","https://nv.ua/ukr/style/znamenitosti/keyt-middlton-naomi-kempbell-ta-inshi-zirki-vshanuvali-pam-yat-oleksandra-makkujina-foto-50069775.html"
"У лондонській галереї Тейт Модерн. Мадонна вийшла в світ у капелюсі українського дизайнера","12 лютого, 13:03","https://nv.ua/ukr/style/krasota-i-moda/madonna-viyshla-v-svit-v-kapelyusi-ukrajinskogo-dizaynera-foto-novini-ukrajini-50069739.html"
"Зірковий тренд. Прозорий френч набирає популярності в nail-арт індустрії","12 лютого, 10:50","https://nv.ua/ukr/style/krasota-i-moda/modniy-manikyur-2020-prozoriy-french-stav-novim-trendom-foto-50069693.html"
"Тричі в одній сукні. Володарка Оскар 2020 Лора Дерн давно дотримується тренду на відповідальну моду","11 лютого, 14:39","https://nv.ua/ukr/style/kultura/oskar-2020-lora-dern-trichi-odyagla-odnu-y-tu-zh-suknyu-na-vechirku-vanity-fair-foto-50069529.html"
"Шарліз Терон, Том Форд та інші. Десять найяскравіших образів гостей вечірки Vanity Fair","10 лютого, 19:21","https://nv.ua/ukr/style/kultura/oskar-2020-roku-sukni-vechirka-vanity-fair-foto-video-ostanni-novini-50069324.html"
"Не купує новий одяг. Джейн Фонда одягла на Оскар 2020 сукню шестирічної давнини","10 лютого, 13:53","https://nv.ua/ukr/style/kultura/oskar-2020-roku-dzheyn-fonda-odyagla-na-ceremoniyu-plattya-yake-nosila-shist-rokiv-tomu-ostanni-novini-50069306.html"
"До Дня закоханих київський ЦУМ змінив ім'я на «ЦЬОМ»","9 лютого, 21:12","https://nv.ua/ukr/kyiv/do-dnya-zakohanih-kijivskiy-cum-pominyav-im-ya-na-com-novini-kiyeva-50069207.html"
"Англійська ексцентричність. Кендалл Дженнер і сестри Хадід знялися в рекламі весняно-літньої колекції Burberry","7 лютого, 17:02","https://nv.ua/ukr/style/znamenitosti/sestri-hadid-i-kendall-dzhenner-v-reklami-burberry-foto-50068944.html"
"Напередодні найромантичнішого свята, 14 лютого, шукаємо подарунки для нього, для неї або для себе","6 лютого, 16:50","https://nv.ua/ukr/style/krasota-i-moda/naperedodni-nayromantichnishogo-svyata-14-lyutogo-shukayemo-podarunki-dlya-nogo-dlya-neji-abo-dlya-sebe-50068384.html"
"ICON. 73-річна Шер знялася в рекламній кампанії бренду Dsquared2","5 лютого, 14:19","https://nv.ua/ukr/style/krasota-i-moda/sher-2020-roku-73-richna-spivachka-znyalasya-v-reklami-brendu-dsquared2-foto-ta-video-50068368.html"
"Скандал у Victoria’s Secret. Моделі розповіли про багаторічні домагання одного з керівників компанії - розслідування New York Times","3 лютого, 14:29","https://nv.ua/ukr/style/krasota-i-moda/victoria-s-secret-odnogo-z-kerivnikiv-zvinuvatili-v-domagannyah-50067883.html"
"Під відео глобальних катастроф. Жан Гріцфельдт показав нову колекцію в студії Савіка Шустера","1 лютого, 12:38","https://nv.ua/ukr/style/krasota-i-moda/zhan-gricfeldt-pokazav-novu-kolekciyu-v-studiji-savika-shustera-50067666.html"
"Нова муза. 15-річна дочка Моніки Беллуччі і Венсана Касселя знялася в рекламі Dolce & Gabbana","31 січня, 16:44","https://nv.ua/ukr/style/znamenitosti/dochka-moniki-belluchchi-i-vensana-kasselya-v-reklami-dolce-gabbana-foto-50067557.html"
"Слідом за скасуванням щорічного шоу. ЗМІ повідомили про ймовірний продаж Victoria’s Secret","31 січня, 12:41","https://nv.ua/ukr/style/krasota-i-moda/victoria-s-secret-prodayut-novini-svitu-50067484.html"
"Дорого-багато. Експерти розповіли, з чим поєднувати базові легінси, щоб створити трендовий образ","30 січня, 16:35","https://nv.ua/ukr/style/krasota-i-moda/leginsi-z-chim-poyednuvati-shchob-viglyadati-stilno-foto-50067314.html"
"На Тижні моди в Парижі. Зірка шоу Топ-модель по-українськи взяла участь у показі Жан-Поля Готьє","28 січня, 16:31","https://nv.ua/ukr/style/krasota-i-moda/uchasnicya-top-model-po-ukrajinski-vistupila-na-ostannomu-pokazi-zhana-polya-gotye-foto-ta-video-50066787.html"
"В Парижі. Наомі Кемпбелл повністю оголилася в провокаційній рекламі Vivienne Westwood","28 січня, 12:42","https://nv.ua/ukr/style/znamenitosti/naomi-kempbell-znyalasya-goloyu-dlya-reklami-vivienne-westwood-provokaciyni-foto-50066768.html"
"Пастель, голографік і грінсбон. П’ять ключових трендів манікюру 2020 року","27 січня, 18:02","https://nv.ua/ukr/style/krasota-i-moda/modniy-manikyur-2020-5-golovnih-trendiv-foto-50066615.html"
"За $20 тис. Вікторію Бекхем розкритикували за сумку із крокодилячої шкіри","27 січня, 16:16","https://nv.ua/ukr/style/krasota-i-moda/viktoriyu-bekhem-rozkritikuvali-za-sumku-z-krokodilyachoji-shkiri-ostanni-novini-50066575.html"
"Український Haute Couture в Давосі. Дизайнерка Оксана Караванська представила колекцію на економічному форумі","24 січня, 15:38","https://nv.ua/ukr/style/krasota-i-moda/oksana-karavanska-pokaz-u-davosi-divitis-foto-50066070.html"
"Тріумфальне прощання. Белла і Джіджі Хадід, Діта фон Тіз, Ірина Шейк та інші зірки на останньому показі Жан-Поля Готьє","24 січня, 11:22","https://nv.ua/ukr/style/krasota-i-moda/dzhidzhi-hadid-dita-fon-tiz-irina-sheyk-ta-inshi-zirki-na-ostannomu-pokazi-zhan-polya-gotye-foto-50065981.html"
"У Парижі. Белла Хадід одягла капелюх українського дизайнера","23 січня, 17:25","https://nv.ua/ukr/style/krasota-i-moda/bella-hadid-viyshla-v-svit-v-kapelyuhah-ukrajinskogo-dizaynera-foto-50065852.html"
"Скромна розкіш. Chanel представив нову колекцію, натхненну дитинством Коко Шанель","22 січня, 16:16","https://nv.ua/ukr/style/krasota-i-moda/chanel-predstaviv-kolekciyu-nathnennu-ditinstvom-koko-shanel-foto-video-50065572.html"
"Hunter Green. Темно-зелений манікюр став головним зимовим трендом","22 січня, 12:46","https://nv.ua/ukr/style/krasota-i-moda/modniy-manikyur-2020-temno-zeleniy-nail-art-stav-novim-trendom-foto-50065515.html"
"У стилі печворк. Супермодель Джіджі Хадід вийшла у світ в кардігані українського дизайнера","21 січня, 14:17","https://nv.ua/ukr/style/krasota-i-moda/dzhidzhi-hadid-viyshla-v-svit-v-kardigani-ukrajinskogo-dizaynera-foto-50065314.html"
"Покази з доповненою реальністю та нові імена. Ukrainian Fashion Week оголосив програму","21 січня, 11:31","https://nv.ua/ukr/style/krasota-i-moda/ukrainian-fashion-week-programa-50065271.html"
"Вікторія Бекхем в зелених штанях і Стефано Пілаті в яскравому шарфі. Найкращі street style образи з чоловічого Тижня моди в Парижі","20 січня, 15:03","https://nv.ua/ukr/style/krasota-i-moda/street-style-obrazi-z-cholovichogo-tizhnya-modi-v-parizhi-viktoriya-bekhem-ta-inshi-50065104.html"
"Дженніфер Еністон, Марго Роббі, Джей Ло та інші. 10 найкращих суконь з червоної доріжки SAG Awards 2020","20 січня, 11:35","https://nv.ua/ukr/style/znamenitosti/sag-awards-2020-10-naykrashchih-sukon-z-chervonoji-dorizhki-foto-50065052.html"
"Ювелірна робота. Золотий френч став новим трендом в манікюрі","17 січня, 16:00","https://nv.ua/ukr/style/krasota-i-moda/modniy-manikyur-2020-zolotiy-french-stav-novim-trendom-foto-50064750.html"
"У довгих пальто і оверсайз-брюках. Найкращі street style образи з чоловічого Тижня моди в Мілані","16 січня, 19:38","https://nv.ua/ukr/style/krasota-i-moda/street-style-obrazi-z-cholovichogo-tizhnya-modi-v-milani-top-krashchih-foto-50064572.html"
"У стильних look-ах. Ірина Шейк показала тренди 2020 року в новій рекламі Burberry","15 січня, 16:24","https://nv.ua/ukr/style/krasota-i-moda/irina-sheyk-v-noviy-reklami-burberry-foto-50064310.html"
"Кастомізація кросівок в новому pop-up store Dolce & Gabbana","14 січня, 14:00","https://nv.ua/ukr/style/krasota-i-moda/krosivki-dolce-gabbana-mozhna-kastomizuvati-v-pop-up-magazini-millennials-do-14-lyutogo-novini-kiyeva-50063951.html"
"Віддана. Леся Патока розповідає, як створювалися три тисячі костюмів для фільму за романом Софії Андрухович","14 січня, 13:44","https://nv.ua/ukr/style/kultura/viddana-film-yak-stvoryuvalisya-3000-kostyum-ruchnoji-roboti-za-tri-misyaci-foto-novinki-kino-50063955.html"
"У червоному. Ріанна знялася у спокусливій спідній білизні для реклами свого бренду","13 січня, 13:44","https://nv.ua/ukr/style/znamenitosti/rianna-znyalasya-v-garyachiy-reklami-spidnoji-bilizni-foto-50063878.html"
"З милим коалою. Balenciaga випустив футболки і худі, щоб допомогти Австралії","11 січня, 14:43","https://nv.ua/ukr/style/krasota-i-moda/pozhezha-v-avstraliji-futbolki-i-hudi-z-koaloyu-balenciaga-dopomozhut-zibrati-groshi-na-vidnovlennya-50063637.html"
"Унісекс. Бренд Бейонсе випускає спільну колекцію з Adidas","11 січня, 11:05","https://nv.ua/ukr/style/krasota-i-moda/beyonse-i-adidas-vipustyat-kolekciyu-50063597.html"
"У монохромі. Dolce & Gabbana представили рекламну кампанію чоловічої колекції","10 січня, 11:39","https://nv.ua/ukr/style/krasota-i-moda/dolce-gabbana-men-nova-kolekciya-dlya-cholovikiv-foto-50063232.html"
"Ідеальна пара. Фешн-експерти розповіли, з яким взуттям носити наймодніші джинси 2020 року","9 січня, 17:42","https://nv.ua/ukr/style/krasota-i-moda/modni-dzhinsi-2020-z-yakim-vzuttyam-nositi-foto-50063272.html"
"Весна на Сицилії. Dolce & Gabbana представили нову рекламну кампанію","9 січня, 14:19","https://nv.ua/ukr/style/krasota-i-moda/dolce-gabbana-reklamna-kampaniya-vesna-lito-2020-roku-foto-50063220.html"
"Творець мелірування і стиліст Елізабет Тейлор. Помер легендарний зірковий перукар Жак Дессанж","8 січня, 12:32","https://nv.ua/ukr/style/krasota-i-moda/zhak-dessanzh-pomer-legendarniy-perukar-novini-svitu-50062985.html"
"Шапки не завада. Наймодніші стрижки зими 2020","8 січня, 09:15","https://nv.ua/ukr/style/krasota-i-moda/naymodnishi-strizhki-v-2020-roci-krashchi-zachiski-sezonu-zima-2020-50059785.html"
"Простіше. Вісім головних модних трендів 2020 року: від мінімалізму з 90-х до тропічних принтів","6 січня, 12:31","https://nv.ua/ukr/style/krasota-i-moda/modni-trendi-2020-minimalizm-bryuchni-kostyumi-bazovi-topi-ta-inshi-kruti-tendenciji-foto-50061988.html"
"Спогади на великому екрані. ЦУМ представив фільм, створений до його 80-річчя","6 січня, 11:09","https://nv.ua/ukr/style/krasota-i-moda/spogadi-na-velikomu-ekrani-cum-predstaviv-film-stvoreniy-do-yogo-80-richchya-50060634.html"
"Дуже сексі. Белла Хадід одягла джинсові шорти українського дизайнера","3 січня, 13:39","https://nv.ua/ukr/style/krasota-i-moda/bella-hadid-nadilu-dzhinsovi-shorti-ukrajinskogo-dizaynera-novini-ukrajini-50062517.html"
"Англійська ексцентричність. Фешн-експерти назвали ugly-светр головним трендом 2020 року","28 грудня 2019, 11:00","https://nv.ua/ukr/style/krasota-i-moda/noviy-rik-2020-eksperti-nazvali-ugly-svetr-golovnim-trendom-foto-50061914.html"
"Тренд 2020. Дизайнер найпопулярніших джинсів року представила нову незвичайну модель деніму","24 грудня 2019, 18:51","https://nv.ua/ukr/style/krasota-i-moda/modni-dzhinsi-2020-avtor-naypopulyarnishih-dzhinsiv-2019-predstavila-novu-nezvichaynu-model-foto-50061250.html"
"Пуховик, як у Діани, та шорти серфера. Соня Солтес представила нову колекцію бренду LUTIKI","23 грудня 2019, 14:03","https://nv.ua/ukr/style/krasota-i-moda/sonya-soltis-predstavila-drugu-modnu-kolekciyu-lutiki-foto-50060902.html"
"Зимова казка від Helen Marlen","23 грудня 2019, 13:23","https://nv.ua/ukr/style/krasota-i-moda/zimnyaya-skazka-ot-helen-marlen-50060618.html"
"Один з найвизначніших модельєрів світу. Помер Емануель Унгаро","23 грудня 2019, 09:55","https://nv.ua/ukr/style/krasota-i-moda/odin-iz-velichayshih-modelerov-mira-umer-emanuel-ungaro-50060845.html"
"Природність і блискітки. Головні б’юті тренди зими 2020","22 грудня 2019, 05:00","https://nv.ua/ukr/style/krasota-i-moda/estestvennost-i-blestki-glavnye-byuti-trendy-zimy-2020-50060382.html"
"Перша леді. П’ять найяскравіших виходів Олени Зеленської у 2019 році","21 грудня 2019, 08:05","https://nv.ua/ukr/style/znamenitosti/druzhina-zelenskogo-krashchi-naryadi-oleni-zelenskoji-u-2019-roci-50060485.html"
"Привіт з 90-х. Стилісти назвали наймоднішу модель взуття 2020 року","20 грудня 2019, 15:03","https://nv.ua/ukr/style/krasota-i-moda/privet-iz-90-h-stilisty-nazvali-samuyu-modnuyu-model-obuvi-2020-goda-50060391.html"
"Головна вечірка року. Три стильних образи для святкування Нового року 2020","20 грудня 2019, 12:42","https://nv.ua/ukr/style/krasota-i-moda/glavnaya-vecherinka-goda-tri-stilnyh-obraza-dlya-prazdnovaniya-novogo-goda-2020-50060336.html"
"Нагадують мівіну. Нові мюлі Bottega Veneta викликали подив у Мережі","19 грудня 2019, 15:35","https://nv.ua/ukr/style/krasota-i-moda/napominayut-lapshu-bystrogo-prigotovleniya-novye-myuli-bottega-veneta-vyzvali-nedoumenie-v-seti-50060172.html"
"Як молоко. Експерти назвали наймодніший манікюр 2020 року","18 грудня 2019, 10:47","https://nv.ua/ukr/style/krasota-i-moda/kak-moloko-eksperty-nazvali-samyy-modnyy-manikyur-2020-goda-50059780.html"
"Новий рік 2020. Три стильні ідеї для святкового манікюру","17 грудня 2019, 16:40","https://nv.ua/ukr/style/krasota-i-moda/novyy-god-2020-tri-stilnye-idei-dlya-prazdnichnogo-manikyura-50059761.html"
"Худі з Мадонною. Лувр разом з відомим дизайнером випустив колекцію, присвячену да Вінчі","16 грудня 2019, 11:08","https://nv.ua/ukr/style/krasota-i-moda/madonna-na-hudi-luvr-vmeste-s-izvestnym-dizaynerom-vypustil-kollekciyu-posvyashchennuyu-da-vinchi-50059459.html"
"Міс Світу 2019 стала 23-річна представниця Ямайки","14 грудня 2019, 21:49","https://nv.ua/ukr/style/znamenitosti/aaa-50059321.html"
"Абсолютний тренд. Експерти назвали наймоднішу спідницю 2020 року","13 грудня 2019, 17:18","https://nv.ua/ukr/style/krasota-i-moda/absolyutnyy-trend-eksperty-nazvali-samuyu-modnuyu-yubku-2020-goda-50059138.html"
"Повернення легенди. Визначені наймодніші джинси 2020 року","11 грудня 2019, 18:20","https://nv.ua/ukr/style/krasota-i-moda/klassika-opredeleny-samye-modnye-dzhinsy-2020-goda-50058743.html"
"Синій оксамит. Легендарну сукню принцеси Діани не змогли продати на аукціоні","11 грудня 2019, 13:35","https://nv.ua/ukr/style/krasota-i-moda/legendarnyy-tanec-s-travoltoy-samoe-znamenitoe-plate-princessy-diany-ne-smogli-prodat-na-aukcione-50058658.html"
"Новорічні вітрини ЦУМ: фабрика подарунків","10 грудня 2019, 15:30","https://nv.ua/ukr/style/krasota-i-moda/novogodnie-vitriny-cum-50058466.html"
"15 мішків з секонд-хенду. Художник з костюмів розкрила секрети створення образів для кліпу ONUKA","10 грудня 2019, 14:24","https://nv.ua/ukr/style/krasota-i-moda/12-meshkov-veshchey-iz-sekond-henda-dizayner-raskryla-sekrety-sozdaniya-kostyumov-dlya-klipa-onuka-50058455.html"
"Новою Міс Всесвіт стала представниця ПАР","10 грудня 2019, 06:34","https://nv.ua/ukr/style/krasota-i-moda/novoy-miss-vselennaya-stala-predstavitelnica-yuar-50058386.html"
"Baby hair. Дженніфер Лопес показала, як носити трендову зачіску сезону","6 грудня 2019, 11:49","https://nv.ua/ukr/style/krasota-i-moda/baby-hair-dzhennifer-lopes-pokazala-kak-sdelat-samuyu-modnuyu-prichesku-sezona-50057773.html"
"Символ стабільності і довіри. Інститут Pantone вибрав колір 2020 року","5 грудня 2019, 12:01","https://nv.ua/ukr/style/krasota-i-moda/simvol-stabilnosti-i-doveriya-institut-pantone-vybral-cvet-2020-goda-50057521.html"
"До сукні Fendi. Французька топ-модель Сінді Бруна відвідала Fashion Awards в Лондоні в капелюсі українського дизайнера","4 грудня 2019, 13:12","https://nv.ua/ukr/style/krasota-i-moda/pod-plate-fendi-francuzskaya-top-model-sindi-bruna-posetila-fashion-awards-v-londone-v-shlyape-ukrainskogo-diz-50057296.html"
"Ріанна, Джулія Робертс і Емілія Кларк. Найяскравіші образи червоної доріжки церемонії нагородження Fashion Awards 2019","3 грудня 2019, 13:51","https://nv.ua/ukr/style/krasota-i-moda/rianna-dzhuliya-roberts-i-emiliya-klark-samye-yarkie-obrazy-krasnoy-dorozhki-ceremonii-nagrazhdeniya-fashion-awards-50057084.html"
"У вечірній сукні. Вперше за 35 років на обкладинці Cosmopolitan з’явився чоловік","3 грудня 2019, 13:02","https://nv.ua/ukr/style/krasota-i-moda/v-vechernem-plate-vpervye-za-35-let-na-oblozhke-cosmopolitan-poyavilsya-muzhchina-50057082.html"
"Яскравий пуховик і мікросумка. Ключові модні тренди зими 2020","2 грудня 2019, 17:11","https://nv.ua/ukr/style/krasota-i-moda/chernaya-pyatnica-2019-tri-zimnih-trenda-kotorye-mozhno-kupit-po-beshenym-skidkam-50056429.html"
"Чорна п’ятниця 2019. Які знижки і розпродажі чекають на шопоголіків у київських торгових центрах","29 листопада 2019, 09:44","https://nv.ua/ukr/style/lifestyle/chernaya-pyatnica-2019-kakie-skidki-i-rasprodazhi-zhdut-shopogolikov-v-kievskih-torgovyh-centrah-50054971.html"
"Ультрамодний тренд. Lizzo здивувала вибором аксесуара для червоної доріжки AMA 2019","26 листопада 2019, 12:39","https://nv.ua/ukr/style/krasota-i-moda/ultramodnyy-trend-lizzo-udivila-vyborom-aksesuara-dlya-krasnoy-dorozhki-ama-2019-50055721.html"
"Сезон осінь-зима 20<U+2212>21. Стало відомо, коли відбудеться наступна Ukrainian Fashion Week","26 листопада 2019, 11:18","https://nv.ua/ukr/style/krasota-i-moda/sezon-osen-zima-20-21-stalo-izvestno-kogda-proydet-sleduyushchaya-ukrainian-fashion-week-50055701.html"
"Дивись сюди. Українець запустив лінію екоокулярів з кави — стартап відразу ж зібрав необхідні $10 тис. на Kickstarter","22 листопада 2019, 12:17","https://nv.ua/ukr/techno/made-in-ukraine/ukrajinski-okulyari-z-kavi-shcho-za-proyekt-i-de-kupiti-novini-ukrajini-50055092.html"
"Вперше в історії. Трансгендерна представниця корінного населення знялася для обкладинки мексиканського Vogue","22 листопада 2019, 12:00","https://nv.ua/ukr/style/krasota-i-moda/vpervye-v-istorii-transgendernaya-model-snyalas-dlya-oblozhki-meksikanskogo-vogue-50055082.html"
"Тепер офіційно. Бренд Victoria’s Secret скасував щорічне легендарне шоу","22 листопада 2019, 10:23","https://nv.ua/ukr/style/krasota-i-moda/teper-oficialno-brend-victoria-s-secret-oficialno-otmenil-ezhegodnoe-legendarnoe-shou-50055056.html"
"Тіна Кароль, Джамала і Юлія Саніна. 10 яскравих образів зірок з церемонії нагородження найкращих дизайнерів України","20 листопада 2019, 17:41","https://nv.ua/ukr/style/krasota-i-moda/tina-karol-dzhamala-i-yuliya-sanina-desyat-luchshih-naryadov-s-ceremonii-nagrazhdeniya-luchshih-dizaynerov-ukrainy-50054683.html"
"Best Fashion Awards 2019. Названо імена найкращих дизайнерів України","20 листопада 2019, 09:49","https://nv.ua/ukr/style/krasota-i-moda/best-fashion-awards-2019-nazvano-imena-naykrashchih-dizayneriv-ukrajini-50054543.html"
"Для тоддлерів. Біллі Айліш представила колекцію худі, повзунків і шапок біні","19 листопада 2019, 17:11","https://nv.ua/ukr/style/krasota-i-moda/hudi-polzunki-i-shapki-bini-billi-aylish-predstavila-odezhdu-dlya-mladencev-i-detey-50054443.html"
"За мотивами давньогрецького міфу. Йоргос Лантімос випустив арт-книгу для Будинку Gucci","19 листопада 2019, 16:16","https://nv.ua/ukr/style/krasota-i-moda/po-motivam-drevnegrecheskogo-mifa-yorgos-lantimos-vypustil-art-knigu-dlya-doma-gucci-50054424.html"
"Fashion-підсумки 2019. Головні тренди, бренди, ікони стилю і найбажаніші речі року","19 листопада 2019, 16:09","https://nv.ua/ukr/style/krasota-i-moda/fashion-itogi-2019-glavnye-trendy-brendy-ikony-stilya-i-samye-zhelannye-veshchi-goda-50054399.html"
"Ми зробили це першими. McDonald’s потроллив Alexander Wang за клатч, схожий на паперовий пакет","15 листопада 2019, 14:27","https://nv.ua/ukr/style/krasota-i-moda/my-sdelali-eto-pervymi-mcdonald-s-potrollil-alexander-wang-za-klatch-pohozhiy-na-bumazhnyy-paket-50053740.html"
"В обіймах англійського футболіста. Карла Бруні похвалилася нев’янучою красою в рекламі Burberry","14 листопада 2019, 18:35","https://nv.ua/ukr/style/znamenitosti/v-obyatiyah-angliyskogo-futbolista-karla-bruni-pohvastalas-neuvyadayushchey-krasotoy-v-reklame-burberry-50053593.html"
"Для чоловіків і жінок. Принц Чарльз запускає власну модну колекцію","14 листопада 2019, 10:22","https://nv.ua/ukr/style/krasota-i-moda/znaet-tolk-v-trendah-princ-charlz-zapuskaet-sobstvennuyu-modnuyu-kollekciyu-50053438.html"
"Асиметричний боб. Дженніфер Лопес похвалилася новою стрижкою","13 листопада 2019, 10:52","https://nv.ua/ukr/style/znamenitosti/assimetrichnyy-bob-dzhennifer-lopes-pohvastalas-novoy-strizhkoy-50053230.html"
"Скандал. Чому модний дім Stella MacCartney видалив пост з фото Меган Маркл","12 листопада 2019, 18:11","https://nv.ua/ukr/style/krasota-i-moda/skandal-pochemu-modnyy-doma-stella-maccartney-udalil-post-s-foto-megan-markl-50053127.html"
"«Це дружина президента-коміка»? В американській фешн-спільноті розкритикували обкладинку Vogue з Оленою Зеленською","12 листопада 2019, 16:30","https://nv.ua/ukr/style/krasota-i-moda/ne-mesto-dlya-politikov-chto-govoryat-ob-oblozhke-vogue-s-elenoy-zelenskoy-v-profilnom-feshn-forume-50053079.html"
"Свята на круїзному лайнері. Gucci представив яскраву різдвяну кампанію","12 листопада 2019, 10:40","https://nv.ua/ukr/style/krasota-i-moda/prazdniki-na-kruiznom-laynere-gucci-predstavil-yarkuyu-rozhdestvenskuyu-kampaniyu-50052972.html"
"Арт-завод Платформа і Велика Житомирська. Puma зняла рекламу нової колекції в Києві","12 листопада 2019, 09:03","https://nv.ua/ukr/style/lifestyle/platforma-i-bolshaya-zhitomirskaya-puma-snyala-reklamu-novoy-kollekcii-v-kieve-50052961.html"
